fight_id,bout,outcome,weightclass,method,round,time,time format,referee,details,event,fighter_a_nickname,fighter_b_nickname
1431,Randy Couture vs. James Toney,W/L,Heavyweight Bout,Submission ,1,3:19,3 Rnd (5-5-5),Mario Yamasaki,Arm Triangle From Mount ,UFC 118: Edgar vs Penn 2 ,The Natural,Lights Out
1430,Demian Maia vs. Mario Miranda,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 30.David Ginsberg 27 - 30.Cecil Peoples 27 - 30.,UFC 118: Edgar vs Penn 2 ,,
1429,Kenny Florian vs. Gray Maynard,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Sal D'amato 27 - 30.Cecil Peoples 27 - 30.David Ginsberg 28 - 29.,UFC 118: Edgar vs Penn 2 ,KenFlo,
1428,Nate Diaz vs. Marcus Davis,W/L,Welterweight Bout,Submission ,3,4:02,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke On GroundTechnical Submission,UFC 118: Edgar vs Penn 2 ,,The Irish Hand Grenade
1427,Joe Lauzon vs. Gabe Ruediger,W/L,Lightweight Bout,Submission ,1,2:01,3 Rnd (5-5-5),Herb Dean,Armbar From Mount ,UFC 118: Edgar vs Penn 2 ,,Godzilla
1426,Andre Winner vs. Nik Lentz,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Mark Aliberti 27 - 30.Sal D'amato 28 - 29.Bryan Miner 27 - 30.,UFC 118: Edgar vs Penn 2 ,,The Carny
1425,Dan Miller vs. John Salter,W/L,Middleweight Bout,Submission ,2,1:53,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke After Drop to Ground ,UFC 118: Edgar vs Penn 2 ,,
1424,Nick Osipczak vs. Greg Soto,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Mark Aliberti 28 - 29.Bryan Miner 28 - 29.Michael Walls 28 - 29.,UFC 118: Edgar vs Penn 2 ,,
1423,Mike Pierce vs. Amilcar Alves,W/L,Welterweight Bout,Submission ,3,3:11,3 Rnd (5-5-5),Josh Rosenthal,Armbar From Half Guard ,UFC 118: Edgar vs Penn 2 ,,
1422,Anderson Silva vs. Chael Sonnen,W/L,UFC Middleweight Title Bout,Submission ,5,3:10,5 Rnd (5-5-5-5-5),Josh Rosenthal,Triangle Armbar From Bottom Guard ,UFC 117: Silva vs Sonnen ,The Spider,
1421,Jon Fitch vs. Thiago Alves,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Nelson Hamilton 27 - 30.Alejandro Rochin 27 - 30.Susan Thomas-Gitlin 27 - 30.,UFC 117: Silva vs Sonnen ,,Pitbull
1420,Clay Guida vs. Rafael Dos Anjos,W/L,Lightweight Bout,Submission ,3,1:51,3 Rnd (5-5-5),Herb Dean,InjuryJaw Injury,UFC 117: Silva vs Sonnen ,The Carpenter,
1419,Matt Hughes vs. Ricardo Almeida,W/L,Welterweight Bout,Submission ,1,3:15,3 Rnd (5-5-5),Josh Rosenthal,Schultz Front Headlock On GroundTechnical Submission,UFC 117: Silva vs Sonnen ,,Big Dog
1418,Roy Nelson vs. Junior Dos Santos,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marcos Rosales,Alejandro Rochin 27 - 30.Jon Schorle 26 - 30.Dan Stell 27 - 30.,UFC 117: Silva vs Sonnen ,Big Country,Cigano
1417,Dustin Hazelett vs. Rick Story,L/W,Welterweight Bout,KO/TKO ,2,1:15,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head On Ground ,UFC 117: Silva vs Sonnen ,McLovin,The Horror
1416,Rodney Wallace vs. Phil Davis,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Jon Schorle 26 - 30.Alejandro Rochin 27 - 30.Susan Thomas-Gitlin 27 - 30.,UFC 117: Silva vs Sonnen ,Shonuff the Master,Mr. Wonderful
1415,Johny Hendricks vs. Charlie Brenneman,W/L,Welterweight Bout,KO/TKO ,2,0:40,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head At Distance ,UFC 117: Silva vs Sonnen ,Bigg Rigg,The Spaniard
1414,Todd Brown vs. Tim Boetsch,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marcos Rosales,Nelson Hamilton 28 - 29.Dan Stell 28 - 29.Jon Schorle 28 - 29.,UFC 117: Silva vs Sonnen ,Bulldog,The Barbarian
1413,Stefan Struve vs. Christian Morecraft,W/L,Heavyweight Bout,KO/TKO ,2,0:22,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,UFC 117: Silva vs Sonnen ,Skyscraper,
1412,Ben Saunders vs. Dennis Hallman,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marcos Rosales,Nelson Hamilton 28 - 29.Susan Thomas-Gitlin 27 - 30.Alejandro Rochin 28 - 29.,UFC 117: Silva vs Sonnen ,Killa B,Superman
1411,Jon Jones vs. Vladimir Matyushenko,W/L,Light Heavyweight Bout,KO/TKO ,1,1:52,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Crucifix ,UFC Live: Jones vs Matyushenko ,Bones,The Janitor
1410,Mark Munoz vs. Yushin Okami,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John McCarthy,Luis Cobian 28 - 29.Cecil Peoples 29 - 28.Lester Griffin 28 - 29.,UFC Live: Jones vs Matyushenko ,The Filipino Wrecking Machine,Thunder
1409,John Howard vs. Jake Ellenberger,L/W,Welterweight Bout,TKO - Doctor's Stoppage ,3,2:21,3 Rnd (5-5-5),Herb Dean,Eye Injury,UFC Live: Jones vs Matyushenko ,Doomsday,The Juggernaut
1408,Tyson Griffin vs. Takanori Gomi,L/W,Lightweight Bout,KO/TKO ,1,1:04,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,UFC Live: Jones vs Matyushenko ,,The Fireball Kid
1407,Paul Kelly vs. Jacob Volkmann,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Abe Belardo 27 - 30.Gene LeBell 27 - 30.Luis Cobian 27 - 30.,UFC Live: Jones vs Matyushenko ,,Christmas
1406,DaMarques Johnson vs. Matthew Riddle,L/W,Welterweight Bout,KO/TKO ,2,4:29,3 Rnd (5-5-5),Jason Herzog,Punches to Head From Back Control ,UFC Live: Jones vs Matyushenko ,Darkness,Deep Waters
1405,James Irvin vs. Igor Pokrajac,L/W,Light Heavyweight Bout,Submission ,1,2:29,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,UFC Live: Jones vs Matyushenko ,The Sandman,The Duke
1404,Brian Stann vs. Mike Massenzio,W/L,Middleweight Bout,Submission ,3,3:10,3 Rnd (5-5-5),John McCarthy,Triangle Choke From Bottom Guard ,UFC Live: Jones vs Matyushenko ,All American,The Master of Disaster
1403,Darren Elkins vs. Charles Oliveira,L/W,Lightweight Bout,Submission ,1,0:41,3 Rnd (5-5-5),Herb Dean,Triangle Armbar From Bottom Guard ,UFC Live: Jones vs Matyushenko ,The Damage,Do Bronxs
1402,Rob Kimmons vs. Steve Steinbeiss,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Abe Belardo 28 - 29.Gene LeBell 28 - 29.Lester Griffin 28 - 29.,UFC Live: Jones vs Matyushenko ,The Rosedale Reaper,The Hooligan
1401,Brock Lesnar vs. Shane Carwin,W/L,UFC Heavyweight Title Bout,Submission ,2,2:19,5 Rnd (5-5-5-5-5),Josh Rosenthal,Arm Triangle From Side Control ,UFC 116: Lesnar vs Carwin ,,The Engineer
1400,Chris Leben vs. Yoshihiro Akiyama,W/L,Middleweight Bout,Submission ,3,4:40,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom Guard ,UFC 116: Lesnar vs Carwin ,The Crippler,
1399,Chris Lytle vs. Matt Brown,W/L,Welterweight Bout,Submission ,2,2:02,3 Rnd (5-5-5),Steve Mazzagatti,Armbar From Crucifix ,UFC 116: Lesnar vs Carwin ,Lights Out,The Immortal
1398,Krzysztof Soszynski vs. Stephan Bonnar,L/W,Light Heavyweight Bout,KO/TKO ,2,3:08,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Back Control ,UFC 116: Lesnar vs Carwin ,The Polish Experiment,The American Psycho
1397,George Sotiropoulos vs. Kurt Pellegrino,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Sal D'amato 27 - 30.Nelson Hamilton 27 - 30.Roy Silbert 28 - 29.,UFC 116: Lesnar vs Carwin ,,Batman
1396,Brendan Schaub vs. Chris Tuchscherer,W/L,Heavyweight Bout,KO/TKO ,1,1:07,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,UFC 116: Lesnar vs Carwin ,Big Brown,The Crowbar
1395,Seth Petruzelli vs. Ricardo Romero,L/W,Light Heavyweight Bout,Submission ,2,3:05,3 Rnd (5-5-5),Steve Mazzagatti,Armbar From Side Control ,UFC 116: Lesnar vs Carwin ,The Silverback,
1394,Kendall Grove vs. Goran Reljic,W/L,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Roy Silbert 27 - 30.Patricia Morse-Jarman 29 - 28.Cecil Peoples 28 - 29.,UFC 116: Lesnar vs Carwin ,Da Spyder,
1393,Gerald Harris vs. David Branch,W/L,Middleweight Bout,KO/TKO ,3,2:35,3 Rnd (5-5-5),Herb Dean,Slam to On Ground ,UFC 116: Lesnar vs Carwin ,,
1392,Forrest Petz vs. Daniel Roberts,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Patricia Morse-Jarman 29 - 28.Tony Weeks 28 - 29.Roy Silbert 28 - 29.,UFC 116: Lesnar vs Carwin ,The Meat Cleaver,Ninja
1391,Jon Madsen vs. Karlos Vemola,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Patricia Morse-Jarman 27 - 30.Sal D'amato 27 - 30.Cecil Peoples 27 - 30.,UFC 116: Lesnar vs Carwin ,,
1390,Court McGee vs. Kris McCray,W/L,Ultimate Fighter 11 Middleweight Tournament Title Bout,Submission ,2,3:41,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke ,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale ,The Crusher,Savage
1389,Keith Jardine vs. Matt Hamill,L/W,Light Heavyweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Herb Dean,Point Deducted: Eye Poke by JardineAdalaide Byrd 27 - 29.Patricia Morse-Jarman 27 - 29.Tony Weeks 28 - 28.,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale ,The Dean of Mean,The Hammer
1388,Chris Leben vs. Aaron Simpson,W/L,Middleweight Bout,KO/TKO ,2,4:17,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head In Clinch ,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale ,The Crippler,A-Train
1387,Spencer Fisher vs. Dennis Siver,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kim Winslow,Adalaide Byrd 27 - 30.Patricia Morse-Jarman 28 - 29.Jeff Collins 28 - 29.,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale ,The King,
1386,Jamie Yager vs. Rich Attonito,L/W,Middleweight Bout,KO/TKO ,2,4:25,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head From Back Control ,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale ,The Chosyn 1,The Raging Bull
1385,John Gunderson vs. Mark Holst,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Adalaide Byrd 27 - 30.Jeff Collins 27 - 30.Lester Griffin 27 - 30.,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale ,Quick Guns,Boots
1384,Brad Tavares vs. Seth Baczynski,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Patricia Morse-Jarman 28 - 29.Junichiro Kamijo 28 - 29.Tony Weeks 28 - 29.,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale ,,The Polish Pistola
1383,Josh Bryant vs. Kyle Noke,L/W,Middleweight Bout,KO/TKO ,2,3:12,3 Rnd (5-5-5),Kim Winslow,Punches to Head On Ground ,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale ,The Beast,
1382,Chris Camozzi vs. James Hammortree,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Patricia Morse-Jarman 28 - 29.Tony Weeks 27 - 30.Lester Griffin 27 - 30.,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale ,,The Sledge
1381,James McSweeney vs. Travis Browne,L/W,Heavyweight Bout,KO/TKO ,1,4:32,3 Rnd (5-5-5),Kim Winslow,Punches to Head From Mount ,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale ,The Hammer,Hapa
1380,Chuck Liddell vs. Rich Franklin,L/W,Light Heavyweight Bout,KO/TKO ,1,4:55,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,UFC 115: Liddell vs Franklin ,The Iceman,Ace
1379,Mirko Filipovic vs. Pat Barry,W/L,Heavyweight Bout,Submission ,3,4:30,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke ,UFC 115: Liddell vs Franklin ,Cro Cop,HD
1378,Paulo Thiago vs. Martin Kampmann,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 30.Tony Weeks 27 - 30.Chris Franco 27 - 30.,UFC 115: Liddell vs Franklin ,,The Hitman
1377,Ben Rothwell vs. Gilbert Yvel,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Bill Mahood 27 - 30.Tony Weeks 28 - 29.Nelson Hamilton 28 - 29.,UFC 115: Liddell vs Franklin ,,The Hurricane
1376,Carlos Condit vs. Rory MacDonald,W/L,Welterweight Bout,KO/TKO ,3,4:53,3 Rnd (5-5-5),Kevin Dornan,Punches to Head From Half Guard ,UFC 115: Liddell vs Franklin ,The Natural Born Killer,Red King
1375,Tyson Griffin vs. Evan Dunham,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Franco 27 - 30.Tony Weeks 29 - 28.Lance Gibson 28 - 29.,UFC 115: Liddell vs Franklin ,,
1374,Mac Danzig vs. Matt Wiman,L/W,Lightweight Bout,Submission ,1,1:45,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke From MountTechnical Submission,UFC 115: Liddell vs Franklin ,,
1373,David Loiseau vs. Mario Miranda,L/W,Middleweight Bout,KO/TKO ,2,4:07,3 Rnd (5-5-5),Tony Williamson,Elbows to Head From Back Control ,UFC 115: Liddell vs Franklin ,The Crow,
1372,James Wilks vs. Peter Sobotta,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Dornan,Chris Franco 27 - 30.Lance Gibson 28 - 30.Nelson Hamilton 27 - 30.,UFC 115: Liddell vs Franklin ,Lightning,
1371,Ricardo Funch vs. Claude Patrick,L/W,Welterweight Bout,Submission ,2,1:48,3 Rnd (5-5-5),Tony Williamson,Guillotine Choke After Drop to Guard ,UFC 115: Liddell vs Franklin ,Golden Boy,The Prince
1370,Mike Pyle vs. Jesse Lennox,W/L,Welterweight Bout,Submission ,3,4:44,3 Rnd (5-5-5),Kevin Dornan,Triangle Choke From Bottom GuardTechnical Submission,UFC 115: Liddell vs Franklin ,Quicksand,The Ox
1369,Quinton Jackson vs. Rashad Evans,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Glenn Trowbridge 27 - 30.Sal D'amato 28 - 29.Marcos Rosales 27 - 30.,UFC 114: Rampage vs Evans ,Rampage,Suga
1368,Michael Bisping vs. Dan Miller,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Adalaide Byrd 27 - 30.Tony Weeks 27 - 30.Patricia Morse-Jarman 28 - 29.,UFC 114: Rampage vs Evans ,The Count,
1367,Todd Duffee vs. Mike Russow,L/W,Heavyweight Bout,KO/TKO ,3,2:35,3 Rnd (5-5-5),Josh Rosenthal,Punch to Head At Distance ,UFC 114: Rampage vs Evans ,,
1366,Jason Brilz vs. Rogerio Nogueira,L/W,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Tony Weeks 28 - 29.Patricia Morse-Jarman 29 - 28.Marcos Rosales 28 - 29.,UFC 114: Rampage vs Evans ,Hitman,Minotouro
1365,Diego Sanchez vs. John Hathaway,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 27 - 30.Glenn Trowbridge 27 - 30.Dave Hagen 26 - 30.,UFC 114: Rampage vs Evans ,Nightmare,The Hitman
1364,Amir Sadollah vs. Dong Hyun Kim,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Patricia Morse-Jarman 27 - 30.Sal D'amato 27 - 30.Marcos Rosales 27 - 30.,UFC 114: Rampage vs Evans ,,Stun Gun
1363,Efrain Escudero vs. Dan Lauzon,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Point Deducted: Kicks to Groin by EscuderoAdalaide Byrd 27 - 29.Tony Weeks 27 - 29.Dave Hagen 27 - 29.,UFC 114: Rampage vs Evans ,Hecho En Mexico,The Upgrade
1362,Melvin Guillard vs. Waylon Lowe,W/L,Lightweight Bout,KO/TKO ,1,3:28,3 Rnd (5-5-5),Yves Lavigne,Knee to Body In Clinch ,UFC 114: Rampage vs Evans ,The Young Assassin,
1361,Luiz Cane vs. Cyrille Diabate,L/W,Light Heavyweight Bout,KO/TKO ,1,2:13,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,UFC 114: Rampage vs Evans ,Banha,The Snake
1360,Aaron Riley vs. Joe Brammer,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Glenn Trowbridge 27 - 30.Dave Hagen 27 - 30.Marcos Rosales 27 - 30.,UFC 114: Rampage vs Evans ,,The South Side Strangler
1359,Jesse Forbes vs. Ryan Jensen,L/W,Middleweight Bout,Submission ,1,1:06,3 Rnd (5-5-5),Josh Rosenthal,Guillotine Choke From Bottom Guard ,UFC 114: Rampage vs Evans ,Kid Hercules,
1358,Lyoto Machida vs. Mauricio Rua,L/W,UFC Light Heavyweight Title Bout,KO/TKO ,1,3:35,5 Rnd (5-5-5-5-5),Yves Lavigne,Punches to Head From Mount ,UFC 113: Machida vs Shogun 2 ,The Dragon,Shogun
1357,Josh Koscheck vs. Paul Daley,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Nelson Hamilton 27 - 30.Claude Paquette 27 - 30.David Therien 27 - 30.,UFC 113: Machida vs Shogun 2 ,,Semtex
1356,Sam Stout vs. Jeremy Stephens,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Pasquale Procopio 27 - 30.David Therien 28 - 29.Tony Weeks 29 - 28.,UFC 113: Machida vs Shogun 2 ,Hands of Stone,Lil' Heathen
1355,Kevin Ferguson vs. Matt Mitrione,L/W,Heavyweight Bout,KO/TKO ,2,4:24,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Mount ,UFC 113: Machida vs Shogun 2 ,Kimbo Slice,
1354,Patrick Cote vs. Alan Belcher,L/W,Middleweight Bout,Submission ,2,3:25,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke ,UFC 113: Machida vs Shogun 2 ,The Predator,The Talent
1353,Tom Lawlor vs. Joe Doerksen,L/W,Middleweight Bout,Submission ,2,2:10,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke ,UFC 113: Machida vs Shogun 2 ,Filthy,El Dirte
1352,Marcus Davis vs. Jonathan Goulet,W/L,Welterweight Bout,KO/TKO ,2,1:23,3 Rnd (5-5-5),Philippe Chartier,Punches to Head At Distance ,UFC 113: Machida vs Shogun 2 ,The Irish Hand Grenade,The Road Warrior
1351,TJ Grant vs. Johny Hendricks,L/W,Welterweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Marc-Andre Cote,Point Deducted: Kicks to Groin by GrantDavid Therien 27 - 29.Tony Weeks 27 - 29.Sal D'amato 28 - 28.,UFC 113: Machida vs Shogun 2 ,,Bigg Rigg
1350,Joey Beltran vs. Tim Hague,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Nelson Hamilton 27 - 30.Claude Paquette 26 - 30.Pasquale Procopio 28 - 29.,UFC 113: Machida vs Shogun 2 ,The Mexicutioner,The Trashing Machine
1349,Yoshiyuki Yoshida vs. Mike Guymon,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Philippe Chartier,Sal D'amato 27 - 30.David Therien 27 - 30.Tony Weeks 27 - 30.,UFC 113: Machida vs Shogun 2 ,Zenko,The Joker
1348,Jason MacDonald vs. John Salter,L/W,Middleweight Bout,KO/TKO ,1,2:42,3 Rnd (5-5-5),Dan Miragliotta,toLeg Injury,UFC 113: Machida vs Shogun 2 ,The Athlete,
1347,Anderson Silva vs. Demian Maia,W/L,UFC Middleweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,Doug Crosby 45 - 50.Sal D'amato 45 - 50.Howard Hughes 46 - 49.,UFC 112: Invincible ,The Spider,
1346,BJ Penn vs. Frankie Edgar,L/W,UFC Lightweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Doug Crosby 45 - 50.Sal D'amato 47 - 48.Andy Roberts 46 - 49.,UFC 112: Invincible ,The Prodigy,The Answer
1345,Matt Hughes vs. Renzo Gracie,W/L,Welterweight Bout,KO/TKO ,3,4:40,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,UFC 112: Invincible ,,
1344,Terry Etim vs. Rafael Dos Anjos,L/W,Lightweight Bout,Submission ,2,4:30,3 Rnd (5-5-5),Marc Goddard,Armbar From North South ,UFC 112: Invincible ,,
1343,Kendall Grove vs. Mark Munoz,L/W,Middleweight Bout,KO/TKO ,2,2:50,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground ,UFC 112: Invincible ,Da Spyder,The Filipino Wrecking Machine
1342,Alexander Gustafsson vs. Phil Davis,L/W,Light Heavyweight Bout,Submission ,1,4:55,3 Rnd (5-5-5),Dan Miragliotta,Anaconda Choke From Front Headlock ,UFC 112: Invincible ,The Mauler,Mr. Wonderful
1341,Nick Osipczak vs. Rick Story,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 28 - 29.Andy Roberts 29 - 28.Howard Hughes 28 - 29.,UFC 112: Invincible ,,The Horror
1340,DaMarques Johnson vs. Brad Blackburn,W/L,Welterweight Bout,KO/TKO ,3,2:08,3 Rnd (5-5-5),Dan Miragliotta,Kick to Body At Distance ,UFC 112: Invincible ,Darkness,Bad Brad
1339,Paul Kelly vs. Matt Veach,W/L,Lightweight Bout,Submission ,2,3:41,3 Rnd (5-5-5),Herb Dean,Guillotine Choke From Front Headlock ,UFC 112: Invincible ,,
1338,Jon Madsen vs. Mostapha Al-Turk,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Doug Crosby 28 - 29.Howard Hughes 28 - 29.Andy Roberts 28 - 29.,UFC 112: Invincible ,,
1337,Kenny Florian vs. Takanori Gomi,W/L,Lightweight Bout,Submission ,3,2:52,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke ,UFC Fight Night: Florian vs Gomi ,KenFlo,The Fireball Kid
1336,Roy Nelson vs. Stefan Struve,W/L,Heavyweight Bout,KO/TKO ,1,0:39,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,UFC Fight Night: Florian vs Gomi ,Big Country,Skyscraper
1335,Nate Quarry vs. Jorge Rivera,L/W,Middleweight Bout,KO/TKO ,2,0:29,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head At Distance ,UFC Fight Night: Florian vs Gomi ,Rock,El Conquistador
1334,Ross Pearson vs. Dennis Siver,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby 27 - 30.Chris Lee 27 - 30.Andrew Hopper Jr. 27 - 30.,UFC Fight Night: Florian vs Gomi ,The Real Deal,
1333,Andre Winner vs. Rafaello Oliveira,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dale Frye,27 - 30.27 - 30.28 - 29.,UFC Fight Night: Florian vs Gomi ,,Tractor
1332,Jacob Volkmann vs. Ronys Torres,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Bill Clancy,29 - 28.27 - 30.27 - 30.,UFC Fight Night: Florian vs Gomi ,Christmas,
1331,Rob Emerson vs. Nik Lentz,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dale Frye,28 - 29.27 - 30.28 - 29.,UFC Fight Night: Florian vs Gomi ,The Saint,The Carny
1330,Caol Uno vs. Gleison Tibau,L/W,Lightweight Bout,KO/TKO ,1,4:13,3 Rnd (5-5-5),Bill Clancy,Punches to Head On Ground ,UFC Fight Night: Florian vs Gomi ,Uno Shoten,
1329,Yushin Okami vs. Lucio Linhares,W/L,Middleweight Bout,TKO - Doctor's Stoppage ,2,2:47,3 Rnd (5-5-5),Dale Frye,Facial Cuts,UFC Fight Night: Florian vs Gomi ,Thunder,
1328,Gerald Harris vs. Mario Miranda,W/L,Middleweight Bout,KO/TKO ,1,4:49,3 Rnd (5-5-5),Bill Clancy,Punches to Head At Distance ,UFC Fight Night: Florian vs Gomi ,,
1327,Charlie Brenneman vs. Jason High,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dale Frye,27 - 30.27 - 30.28 - 29.,UFC Fight Night: Florian vs Gomi ,The Spaniard,The Kansas City Bandit
1326,Georges St-Pierre vs. Dan Hardy,W/L,UFC Welterweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Kevin Mulhall,Doug Crosby 43 - 50.Jeff Blatnick 44 - 50.Cardo Urso 45 - 50.,UFC 111: St-Pierre vs Hardy ,Rush,The Outlaw
1325,Frank Mir vs. Shane Carwin,L/W,UFC Interim Heavyweight Title Bout,KO/TKO ,1,3:48,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punches to Head On Ground ,UFC 111: St-Pierre vs Hardy ,,The Engineer
1324,Kurt Pellegrino vs. Fabricio Camoes,W/L,Lightweight Bout,Submission ,2,4:20,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke ,UFC 111: St-Pierre vs Hardy ,Batman,Morango
